yf_symbol,trailingPE,priceToBook,returnOnEquity,debtToEquity,coffeeCan,coffeeCanReasons,piotroskiScore,fetched_at
LICHSGFIN.NS,5.133372,0.71043473,,642.522,False,,4,1788079258
LTFOODS.NS,23.83885,8.559989,,28.488,True,"Consistently profitable, compounding business: 19% average return on capital over 4 years, growing revenue 17% a year",6,1788079259
LTM.NS,26.512789,5.6492057,0.21966,9.874,False,,5,1788079260
LT.NS,33.444656,5.092452,,97.64,False,,7,1788079261
LATENTVIEW.NS,29.15537,3.2962759,,1.863,True,"Consistently profitable, compounding business: 15% average return on capital over 4 years, growing revenue 25% a year",5,1788079261
LAURUSLABS.NS,95.25798,19.745352,,46.369,False,,8,1788079262
THELEELA.NS,40.917465,2.8781958,,28.065,True,"Consistently profitable, compounding business: 18% average return on capital over 4 years, growing revenue 21% a year",7,1788079263
LEMONTREE.NS,36.176666,6.1741953,,96.367,True,"Consistently profitable, compounding business: 16% average return on capital over 4 years, growing revenue 16% a year",8,1788079264
LENSKART.NS,169.64,12.640835,,34.983,False,,5,1788079265
LICI.NS,8.719008,3.022728,,0.431,False,,4,1788079266
LINDEINDIA.NS,102.039536,13.000875,,,False,,6,1788079267
LLOYDSME.NS,21.144726,7.3445344,,145.214,True,"Consistently profitable, compounding business: 20% average return on capital over 4 years, growing revenue 71% a year",3,1788079268
LODHA.NS,30.211052,5.4651136,,42.238,False,,6,1788079269
LUPIN.NS,17.888624,4.422454,,29.388,True,"Consistently profitable, compounding business: 17% average return on capital over 4 years, growing revenue 19% a year",8,1788079270
MMTC.NS,21.23569,4.4622893,,0.114,False,,6,1788079271
MRF.NS,23.152758,2.6707125,,15.288,False,,8,1788079271
MGL.NS,15.080746,1.6791147,,3.461,False,,6,1788079272
M&MFIN.NS,16.338396,1.9638517,,429.851,False,,4,1788079273
M&M.NS,20.242867,4.0022807,,125.278,False,,6,1788079275
MANAPPURAM.NS,21.274391,2.0418673,,360.191,False,,1,1788079276
MRPL.NS,9.53224,2.0728123,,108.059,False,,7,1788079276
MANKIND.NS,49.020775,6.035026,,38.111,True,"Consistently profitable, compounding business: 18% average return on capital over 4 years, growing revenue 18% a year",6,1788079277
MARICO.NS,56.864292,25.582006,,12.394,True,"Consistently profitable, compounding business: 47% average return on capital over 4 years, growing revenue 12% a year",6,1788079278
MARUTI.NS,29.498291,3.924575,,0.096,True,"Consistently profitable, compounding business: 18% average return on capital over 4 years, growing revenue 16% a year",6,1788079279
MFSL.NS,499.8083,19.628855,,12.673,False,,5,1788079280
MAXHEALTH.NS,67.56162,9.182943,,32.367,False,,8,1788079281
MAZDOCK.NS,38.91258,10.565317,,4.481,True,"Consistently profitable, compounding business: 35% average return on capital over 4 years, growing revenue 20% a year",5,1788079282
MEESHO.NS,,21.977247,,1.428,False,,4,1788079283
MINDACORP.NS,33.0108,6.2684517,,55.351,False,,8,1788079284
MSUMI.NS,40.148937,11.576688,,10.788,True,"Consistently profitable, compounding business: 47% average return on capital over 4 years, growing revenue 18% a year",7,1788079285
MOTILALOFS.NS,32.155468,4.8487425,,165.8,False,,3,1788079286
MPHASIS.NS,24.153877,4.1326,0.17743999,24.675,False,,5,1788079287
MCX.NS,54.05581,20.15229,,0.113,True,"Consistently profitable, compounding business: 29% average return on capital over 4 years, growing revenue 68% a year",6,1788079287
MUTHOOTFIN.NS,10.914548,3.0564015,0.31735,393.56,False,,4,1788079288
NATCOPHARM.NS,13.422418,1.6581151,,7.742,True,"Consistently profitable, compounding business: 22% average return on capital over 4 years, growing revenue 15% a year",4,1788079289
NBCC.NS,32.287823,7.8651686,,0.008,True,"Consistently profitable, compounding business: 35% average return on capital over 4 years, growing revenue 13% a year",6,1788079290
NCC.NS,13.478655,1.1840551,,57.389,True,"Consistently profitable, compounding business: 17% average return on capital over 4 years, growing revenue 11% a year",3,1788079291
NHPC.NS,28.02247,1.8182702,,113.111,False,,5,1788079292
NLCINDIA.NS,11.312709,1.743085,,82.0,False,,7,1788079293
NMDC.NS,10.111889,2.235276,,18.802,True,"Consistently profitable, compounding business: 28% average return on capital over 4 years, growing revenue 22% a year",6,1788079294
NSLNISP.NS,158.12903,1.0883417,,35.019,False,,7,1788079295
NTPCGREEN.NS,146.48387,4.102819,,165.281,False,,5,1788079296
NTPC.NS,10.090186,1.5758388,,118.127,False,,6,1788079297
NH.NS,47.871655,8.648612,,129.033,True,"Consistently profitable, compounding business: 21% average return on capital over 4 years, growing revenue 21% a year",6,1788079298
NATIONALUM.NS,10.746939,3.3570197,,0.277,False,,7,1788079299
NAVA.NS,21.100111,1.8278753,,20.684,False,,6,1788079299
NAVINFLUOR.NS,55.23312,10.982543,,32.091,False,,7,1788079301
NESTLEIND.NS,73.538925,54.391804,,8.621,True,"Consistently profitable, compounding business: 128% average return on capital over 3 years, growing revenue 17% a year",5,1788079301
NETWEB.NS,116.04317,41.79478,,39.019,True,"Consistently profitable, compounding business: 34% average return on capital over 4 years, growing revenue 70% a year",5,1788079302
NEULANDLAB.NS,60.606457,15.882739,,16.072,True,"Consistently profitable, compounding business: 24% average return on capital over 4 years, growing revenue 19% a year",5,1788079303
NEWGEN.NS,23.580042,4.503975,,2.214,True,"Consistently profitable, compounding business: 24% average return on capital over 4 years, growing revenue 17% a year",5,1788079304
NAM-INDIA.NS,47.246834,16.358507,,1.617,True,"Consistently profitable, compounding business: 36% average return on capital over 4 years, growing revenue 26% a year",6,1788079305
NIVABUPA.NS,77.90477,3.9181874,0.121350005,,False,,3,1788079306
NUVAMA.NS,30.582853,7.9708896,,282.325,False,,3,1788079307
NUVOCO.NS,30.10658,1.1342845,,48.061,False,,7,1788079308
OBEROIRLTY.NS,25.86803,3.7939425,,15.765,True,"Consistently profitable, compounding business: 16% average return on capital over 4 years, growing revenue 13% a year",6,1788079309
ONGC.NS,6.7066126,0.785956,,42.548,False,,7,1788079310
OIL.NS,9.403116,1.3539698,,58.741,False,,5,1788079311
OLAELEC.NS,,5.1309724,,82.453,False,,3,1788079311
OLECTRA.NS,60.69843,8.779983,,30.841,True,"Consistently profitable, compounding business: 16% average return on capital over 4 years, growing revenue 29% a year",5,1788079312
PAYTM.NS,166.58931,6.6043663,,1.073,False,,4,1788079313
ONESOURCE.NS,,3.0197082,,25.791,False,,4,1788079314
OFSS.NS,30.303032,15.322117,0.49897,0.567,True,"Consistently profitable, compounding business: 40% average return on capital over 4 years, growing revenue 10% a year",6,1788079315
POLICYBZR.NS,113.64492,11.44961,,4.922,False,,6,1788079316
PCBL.NS,49.025875,3.1725864,,124.132,False,,4,1788079317
PGEL.NS,82.63046,5.4911423,,19.567,False,,5,1788079318
PIIND.NS,32.152256,3.2691684,,3.048,False,,4,1788079319
PNBHOUSING.NS,13.189404,1.5860083,,287.733,False,,4,1788079320
PTCIL.NS,243.90512,21.994967,,17.341,False,,4,1788079320
PVRINOX.NS,43.479347,1.6267452,,91.874,False,,8,1788079321
PAGEIND.NS,53.18347,26.711866,,18.422,False,,6,1788079322
PARADEEP.NS,15.546392,2.5369346,,101.822,False,,4,1788079323
PATANJALI.NS,19.230133,2.8924215,,21.295,False,,5,1788079324
PERSISTENT.NS,46.296295,10.917213,0.25203,6.94,True,"Consistently profitable, compounding business: 30% average return on capital over 4 years, growing revenue 21% a year",6,1788079325
PETRONET.NS,10.409983,1.9650861,,10.507,False,,6,1788079326
PFIZER.NS,29.27069,5.119994,,1.671,False,,6,1788079327
PHOENIXLTD.NS,52.506165,6.2380614,,37.211,False,,7,1788079328
PWL.NS,1706.5714,7.611826,,23.018,True,"Consistently profitable, compounding business: 39% average return on capital over 4 years, growing revenue 74% a year",7,1788079329
PIDILITIND.NS,62.673077,15.310389,,3.776,False,,8,1788079330
PINELABS.NS,150.06364,3.1963055,,7.474,False,,8,1788079330
PIRAMALFIN.NS,29.849337,1.8298167,,285.784,False,,5,1788079331
PPLPHARMA.NS,,3.5555408,,69.977,False,,3,1788079332
POLYMED.NS,55.903225,5.655304,,11.227,True,"Consistently profitable, compounding business: 17% average return on capital over 4 years, growing revenue 19% a year",4,1788079333
POLYCAB.NS,47.846687,11.312854,0.25549,1.738,True,"Consistently profitable, compounding business: 24% average return on capital over 4 years, growing revenue 27% a year",6,1788079334
POONAWALLA.NS,50.1623,3.7404153,,468.058,False,,4,1788079335
PFC.NS,4.5087743,0.8127228,,536.837,True,"Consistently profitable, compounding business: 88% average return on capital over 4 years, growing revenue 16% a year",5,1788079336
POWERGRID.NS,12.971721,2.462263,,150.813,False,,5,1788079337
PREMIERENE.NS,26.808567,10.603764,,86.005,True,"Consistently profitable, compounding business: 20% average return on capital over 4 years, growing revenue 76% a year",5,1788079338
PRESTIGE.NS,61.360126,4.2033043,0.07752,105.493,False,,6,1788079339
PFOCUS.NS,213.33333,10.951566,,224.567,False,,7,1788079340
PNB.NS,6.0010405,0.84819263,0.14965999,,False,,5,1788079341
RRKABEL.NS,54.03013,12.763938,,13.092,True,"Consistently profitable, compounding business: 22% average return on capital over 4 years, growing revenue 20% a year",5,1788079342
RBLBANK.NS,31.859884,1.4098022,,,False,,5,1788079343
RECLTD.NS,5.2799997,0.9906284,,607.463,False,,4,1788079344
RHIM.NS,,2.1421652,,12.595,False,,4,1788079345
RITES.NS,25.0,3.8958707,,0.236,False,,7,1788079346
RADICO.NS,87.697586,18.596218,,20.939,False,,8,1788079347
RVNL.NS,50.0514,4.5475197,,49.078,False,,4,1788079348
RAILTEL.NS,25.896006,3.9577684,0.16254,2.817,True,"Consistently profitable, compounding business: 19% average return on capital over 4 years, growing revenue 30% a year",7,1788079349
RAINBOW.NS,51.345196,8.886316,,53.558,True,"Consistently profitable, compounding business: 28% average return on capital over 4 years, growing revenue 13% a year",6,1788079350
RKFORGE.NS,123.35796,4.133243,,74.422,False,,6,1788079351
REDINGTON.NS,16.471647,2.8160346,,27.26,True,"Consistently profitable, compounding business: 20% average return on capital over 4 years, growing revenue 15% a year",5,1788079352
RELIANCE.NS,23.20173,1.926517,,36.653,False,,6,1788079353
RPOWER.NS,,0.5788768,,92.348,False,,5,1788079354
SBFC.NS,22.649082,2.9311368,,195.685,False,,4,1788079355
SBICARD.NS,26.957525,3.8809648,,280.206,False,,6,1788079356
SBILIFE.NS,68.0224,8.775926,0.13703,,False,,2,1788079357
SJVN.NS,37.074284,1.7919186,,226.528,False,,6,1788079357
SRF.NS,35.25592,5.4669456,,36.195,False,,7,1788079358
SAGILITY.NS,20.873873,2.2079282,,11.497,False,,7,1788079359
SAILIFE.NS,87.71412,12.641525,,11.614,False,,5,1788079360
SAMMAANCAP.NS,,0.6276043,,273.033,False,,0,1788079361
MOTHERSON.NS,39.807693,4.255757,,43.908,False,,6,1788079362
SAPPHIRE.NS,,5.3502507,,102.058,False,,5,1788079363
SARDAEN.NS,15.8977165,2.4319928,,35.204,True,"Consistently profitable, compounding business: 16% average return on capital over 4 years, growing revenue 10% a year",8,1788079364
SAREGAMA.NS,42.852173,5.6861973,,4.281,True,"Consistently profitable, compounding business: 18% average return on capital over 4 years, growing revenue 11% a year",3,1788079365
SCHAEFFLER.NS,50.505882,10.276571,0.21645,0.783,True,"Consistently profitable, compounding business: 26% average return on capital over 4 years, growing revenue 12% a year",7,1788079366
SCHNEIDER.NS,155.68654,37.062504,,70.795,True,"Consistently profitable, compounding business: 40% average return on capital over 4 years, growing revenue 18% a year",7,1788079367
SCI.NS,8.416831,1.5306853,,29.454,False,,6,1788079368
SHREECEM.NS,54.054054,9.397816,,38.149,False,,8,1788079369
SHRIRAMFIN.NS,19.45409,3.102424,0.18495001,276.215,False,,4,1788079370
SHYAMMETL.NS,25.774551,2.7192552,,8.133,False,,6,1788079371
ENRIN.NS,78.11612,23.99846,,4.483,False,,8,1788079372
SIEMENS.NS,86.21126,10.521359,,2.213,False,,6,1788079373
SIGNATURE.NS,10.502022,5.9202733,,161.04,False,,6,1788079374
SOBHA.NS,58.996746,2.878275,,24.62,False,,7,1788079375
SOLARINDS.NS,93.45795,29.40799,,23.271,True,"Consistently profitable, compounding business: 31% average return on capital over 4 years, growing revenue 12% a year",6,1788079376
SONACOMS.NS,72.963295,8.470877,,7.213,True,"Consistently profitable, compounding business: 18% average return on capital over 4 years, growing revenue 19% a year",6,1788079377
SONATSOFTW.NS,18.239521,4.4266825,,37.962,True,"Consistently profitable, compounding business: 29% average return on capital over 4 years, growing revenue 13% a year",7,1788079378
STARHEALTH.NS,51.527405,3.3274925,0.07507,,False,,4,1788079379
SBIN.NS,11.148361,1.5546641,0.15177,,False,,3,1788079380
SAIL.NS,18.656715,1.3698536,,52.899,False,,7,1788079381
SUMICHEM.NS,44.64224,7.625646,,1.865,False,,5,1788079382
SUNPHARMA.NS,38.155804,5.51241,,5.517,True,"Consistently profitable, compounding business: 17% average return on capital over 4 years, growing revenue 10% a year",5,1788079383
SUNTV.NS,12.219933,1.4758667,,0.837,False,,6,1788079384
SUNDARMFIN.NS,23.041353,3.4124172,,409.161,False,,3,1788079385
SUPREMEIND.NS,44.051598,7.488711,,1.473,False,,5,1788079385
SPLPETRO.NS,27.154203,5.545489,,5.61,False,,4,1788079386
SUZLON.NS,20.432316,6.578097,0.39366,2.807,True,"Consistently profitable, compounding business: 44% average return on capital over 4 years, growing revenue 41% a year",7,1788079387
SWANCORP.NS,42.29078,1.3253585,,24.561,False,,3,1788079388
SWIGGY.NS,,3.991462,,13.929,False,,5,1788079389
SYNGENE.NS,75.12104,3.3503592,,9.473,False,,6,1788079390
SYRMA.NS,77.513145,9.853432,,13.045,False,,6,1788079391
TBOTEK.NS,68.402435,11.604347,,48.762,True,"Consistently profitable, compounding business: 31% average return on capital over 4 years, growing revenue 37% a year",2,1788079392
TVSMOTOR.NS,60.974648,61.21485,,306.09,False,,6,1788079393
TATACAP.NS,29.305775,3.4543316,,502.931,False,,2,1788079394
TATACHEM.NS,,0.78777945,,36.081,False,,3,1788079395
TATACOMM.NS,51.16848,14.011691,,335.854,True,"Consistently profitable, compounding business: 20% average return on capital over 4 years, growing revenue 12% a year",6,1788079396
TCS.NS,16.339914,7.729016,0.47743,10.211,False,,5,1788079397
TATACONSUM.NS,62.882175,4.726716,,12.159,False,,7,1788079398
TATAELXSI.NS,34.60094,7.5480895,,5.336,False,,6,1788079399
TATAINVEST.NS,74.79508,1.1059706,,0.007,False,,5,1788079400
TMCV.NS,41.485764,13.4842825,,44.095,False,,6,1788079401
TMPV.NS,,1.049498,,70.364,False,,4,1788079402
TATAPOWER.NS,29.15079,2.8479962,,168.051,False,,5,1788079403
TATASTEEL.NS,21.145126,2.278781,,89.017,False,,7,1788079404
TATATECH.NS,58.142853,8.633589,,23.908,False,,5,1788079405
TTML.NS,194.2,-0.37996107,,,False,,5,1788079406
TECHM.NS,27.398565,4.9068804,,7.269,False,,8,1788079407
TECHNOE.NS,27.63406,2.868042,,1.744,False,,3,1788079408
TEGA.NS,444.69168,3.6866145,,11.693,True,"Consistently profitable, compounding business: 15% average return on capital over 4 years, growing revenue 12% a year",6,1788079409
TEJASNET.NS,,3.3363657,,142.52,False,,2,1788079410
TENNIND.NS,36.36671,18.104958,,4.289,False,,8,1788079411
NIACL.NS,39.901497,0.79677427,,,False,,4,1788079412
RAMCOCEM.NS,32.79568,2.6148763,,47.897,False,,8,1788079413
THERMAX.NS,75.184906,8.0075035,,42.166,False,,4,1788079414
TIMKEN.NS,55.591248,8.128936,,0.5,False,,6,1788079414
TITAGARH.NS,57.13748,4.6234183,,25.363,False,,5,1788079415
TITAN.NS,79.367424,29.224663,,195.001,True,"Consistently profitable, compounding business: 21% average return on capital over 4 years, growing revenue 29% a year",7,1788079416
TORNTPHARM.NS,80.81293,20.375063,,85.446,True,"Consistently profitable, compounding business: 21% average return on capital over 4 years, growing revenue 13% a year",5,1788079417
TORNTPOWER.NS,26.397137,3.2167394,,70.885,False,,4,1788079418
TARIL.NS,35.325962,5.8830943,,29.595,True,"Consistently profitable, compounding business: 17% average return on capital over 4 years, growing revenue 22% a year",6,1788079419
TRAVELFOOD.NS,37.034817,11.849086,,16.722,True,"Consistently profitable, compounding business: 50% average return on capital over 4 years, growing revenue 16% a year",6,1788079420
TRENT.NS,85.46152,22.124163,,36.034,True,"Consistently profitable, compounding business: 37% average return on capital over 4 years, growing revenue 35% a year",6,1788079421
TRIDENT.NS,31.179487,2.598846,,38.323,False,,5,1788079422
TRITURBINE.NS,54.95265,12.739567,,2.476,True,"Consistently profitable, compounding business: 36% average return on capital over 4 years, growing revenue 20% a year",5,1788079423
TIINDIA.NS,90.79284,7.09149,,27.724,True,"Consistently profitable, compounding business: 25% average return on capital over 4 years, growing revenue 15% a year",7,1788079424
UCOBANK.NS,11.324444,0.9450688,0.08541001,,False,,5,1788079425
UNOMINDA.NS,61.1697,11.795265,,37.74,True,"Consistently profitable, compounding business: 19% average return on capital over 4 years, growing revenue 20% a year",7,1788079426
UPL.NS,23.692945,1.3892673,,57.128,False,,7,1788079427
UTIAMC.NS,24.789164,2.5326676,,3.129,True,"Consistently profitable, compounding business: 19% average return on capital over 4 years, growing revenue 11% a year",5,1788079428
ULTRACEMCO.NS,40.322186,4.4485784,,29.432,False,,8,1788079429
UNIONBANK.NS,6.820682,1.0176724,0.15798001,,False,,3,1788079430
UBL.NS,89.23746,7.7992,,29.076,False,,5,1788079431
UNITDSPR.NS,64.09168,11.975668,,4.611,False,,7,1788079432
URBANCO.NS,,12.115828,,6.335,False,,3,1788079433
USHAMART.NS,28.172197,4.5398397,,6.922,False,,8,1788079434
VTL.NS,19.85762,1.6045771,,17.52,False,,5,1788079435
VBL.NS,41.860462,6.4319673,0.16853,15.869,True,"Consistently profitable, compounding business: 22% average return on capital over 4 years, growing revenue 17% a year",8,1788079436
VEDL.NS,12.347771,2.2645414,,48.044,False,,8,1788079437
VIJAYA.NS,79.545456,15.608043,,44.15,True,"Consistently profitable, compounding business: 27% average return on capital over 4 years, growing revenue 21% a year",7,1788079438
VMM.NS,56.914894,6.732524,,26.817,False,,7,1788079439
IDEA.NS,4.2923975,-4.448485,,,False,,5,1788079440
VOLTAS.NS,90.090096,6.227232,,15.51,False,,4,1788079441
WAAREEENER.NS,19.80198,5.256891,,21.402,True,"Consistently profitable, compounding business: 30% average return on capital over 4 years, growing revenue 59% a year",5,1788079442
WELCORP.NS,27.471357,6.8394046,,25.042,True,"Consistently profitable, compounding business: 20% average return on capital over 4 years, growing revenue 20% a year",5,1788079443
WELSPUNLIV.NS,66.13194,3.7149155,,46.501,False,,5,1788079444
WHIRLPOOL.NS,41.13556,2.4803963,,8.621,False,,5,1788079445
WIPRO.NS,14.005418,2.3103933,0.16128999,27.398,False,,6,1788079446
WOCKPHARMA.NS,78.73755,6.591366,,42.284,False,,7,1788079447
YESBANK.NS,18.571428,1.328604,0.074650005,,False,,7,1788079448
ZFCVINDIA.NS,2.8568249,7.918887,,,False,,6,1788079449
ZEEL.NS,49.276703,0.8205216,,2.26,False,,4,1788079449
ZENTEC.NS,90.64243,9.10774,,0.95,True,"Consistently profitable, compounding business: 26% average return on capital over 4 years, growing revenue 46% a year",6,1788079451
ZENSARTECH.NS,13.736136,2.2606633,,1.68,False,,5,1788079451
ZYDUSLIFE.NS,26.56703,4.4203777,,42.304,True,"Consistently profitable, compounding business: 20% average return on capital over 4 years, growing revenue 17% a year",4,1788079452
ZYDUSWELL.NS,90.16267,2.8755152,,54.974,False,,6,1788079453
ECLERX.NS,25.313915,7.0624986,,15.012,True,"Consistently profitable, compounding business: 35% average return on capital over 4 years, growing revenue 16% a year",7,1788079454
